timestamp,E,U,time
2014-09-14 05:00:00,0.0,0.0,0:00:00.114954
2014-09-14 06:00:00,0.0,0.0,0:00:00.104838
2014-09-14 07:00:00,0.0,0.0,0:00:00.104440
2014-09-14 08:00:00,0.0,0.0,0:00:00.079400
2014-09-14 09:00:00,0.0,0.0,0:00:00.104958
2014-09-14 10:00:00,0.0,0.0,0:00:00.123037
2014-09-14 11:00:00,0.0,0.0,0:00:00.112620
2014-09-14 12:00:00,0.0,0.0,0:00:00.148876
2014-09-14 13:00:00,0.0,0.0,0:00:00.132362
2014-09-14 14:00:00,0.0,0.0,0:00:00.118132
2014-09-14 15:00:00,14.4,0.21187532097101158,0:00:00.108969
2014-09-14 16:00:00,14.4,0.2164047807455057,0:00:00.115022
2014-09-14 17:00:00,0.0,0.0,0:00:00.160045
2014-09-14 18:00:00,0.0,0.0,0:00:00.156684
2014-09-14 19:00:00,0.0,0.0,0:00:00.127591
2014-09-14 20:00:00,0.0,0.0,0:00:00.158391
2014-09-14 21:00:00,0.0,0.0,0:00:00.226836
2014-09-14 22:00:00,0.0,0.0,0:00:00.156106
2014-09-14 23:00:00,0.0,0.0,0:00:00.091968
2014-09-15 00:00:00,0.0,0.0,0:00:00.144816
2014-09-15 01:00:00,0.0,0.0,0:00:00.111650
2014-09-15 02:00:00,0.0,0.0,0:00:00.102410
2014-09-15 03:00:00,0.0,0.0,0:00:00.085459
2014-09-15 04:00:00,0.0,0.0,0:00:00.117450
2014-09-15 05:00:00,0.0,0.0,0:00:00.113623
2014-09-15 06:00:00,0.0,0.0,0:00:00.165285
2014-09-15 07:00:00,0.0,0.0,0:00:00.141989
2014-09-15 08:00:00,0.0,0.0,0:00:00.169062
2014-09-15 09:00:00,0.0,0.0,0:00:00.155182
2014-09-15 10:00:00,0.0,0.0,0:00:00.146469
2014-09-15 11:00:00,0.0,0.0,0:00:00.121520
2014-09-15 12:00:00,0.0,0.0,0:00:00.152837
2014-09-15 13:00:00,0.0,0.0,0:00:00.175670
2014-09-15 14:00:00,0.0,0.0,0:00:00.138993
2014-09-15 15:00:00,0.0,0.0,0:00:00.130135
2014-09-15 16:00:00,14.4,0.2166815310716628,0:00:00.214760
2014-09-15 17:00:00,0.0,0.0,0:00:00.124311
2014-09-15 18:00:00,0.0,0.0,0:00:00.096012
2014-09-15 19:00:00,0.0,0.0,0:00:00.109060
2014-09-15 20:00:00,0.0,0.0,0:00:00.146022
2014-09-15 21:00:00,0.0,0.0,0:00:00.140120
2014-09-15 22:00:00,0.0,0.0,0:00:00.177536
2014-09-15 23:00:00,0.0,0.0,0:00:00.187832
2014-09-16 00:00:00,0.0,0.0,0:00:00.198170
2014-09-16 01:00:00,0.0,0.0,0:00:00.144634
2014-09-16 02:00:00,0.0,0.0,0:00:00.124779
2014-09-16 03:00:00,0.0,0.0,0:00:00.199401
