Device,Diff_costo_energia,Diff_prezzo_medio_carico,Diff_kw_caricati,Diff_SOC_medio_output,Score
NSL_Battery.0,0.0,0.0,0.0,0.0,0.0
Naif_Battery.0,13.902403655459405,5.894199279307808,-8.509788254095087,-4.890929965556825,13.15713870388339
Naif_Battery.1,16.260437860277936,6.035248400908113,-10.881941669996007,-6.25430539609644,14.409299595730351
Naif_Battery.2,18.616458361274468,6.170886816338082,-13.264083100279672,-7.623421354764625,15.652375251081184
Naif_Battery.3,23.65306885868333,6.600015324185897,-18.25809029165003,-10.493685419058545,18.452112204153664
Naif_Battery.4,33.37815580788502,7.4100632910251,-28.046344386735917,-16.119402985074625,23.797425804765986
