MCP,Date
0.03028,651
0.02957,652
0.03016,653
0.03121,654
0.0331,655
0.03462,656
0.03497,657
0.03455,658
0.03454,659
0.03442,660
0.03404,661
0.03399,662
0.03385,663
0.03376,664
0.03396,665
0.03468,666
0.03399,667
0.0337,668
0.0333,669
0.0329,670
0.0323,671
0.03129,672
0.03109,673
0.03054,674
0.02963,675
0.02898,676
0.02955,677
0.03107,678
0.03315,679
0.03486,680
0.03614,681
0.03545,682
0.03513,683
0.03481,684
0.03411,685
0.03396,686
0.03396,687
0.03403,688
0.03507,689
0.03735,690
0.03605,691
0.03445,692
0.03388,693
0.03317,694
0.03254,695
0.03147,696
0.03111,697
0.03049,698
0.02911,699
0.0292,700
0.03032,701
0.03158,702
0.0333,703
0.03507,704
0.03576,705
0.03536,706
0.03553,707
0.03564,708
0.03527,709
0.03511,710
0.03500,711
0.0348,712
0.03547,713
0.04353,714
0.03659,715
0.03502,716
0.03412,717
0.03372,718
0.03308,719
0.03253,720
0.03224,721
0.03163,722
0.03111,723
0.03112,724
0.03172,725
0.03188,726
0.03372,727
0.03583,728
0.04111,729
0.0381,730
0.03767,731
0.03627,732
0.03725,733
0.0355,734
0.03511,735
0.03455,736
0.03538,737
0.04652,738
0.03967,739
0.03477,740
0.03385,741
0.03346,742
0.03264,743
0.03167,744
0.0307,745
0.02894,746
0.02467,747
0.02087,748
0.02018,749
0.02071,750
0.01757,751
0.02088,752
0.03117,753
0.03132,754
0.0315,755
0.03164,756
0.03147,757
0.0313,758
0.03137,759
0.03201,760
0.03248,761
0.03397,762
0.03378,763
0.03236,764
0.03147,765
0.03149,766
0.03122,767
0.0301,768
0.02473,769
0.02007,770
0.01391,771
0.01274,772
0.01318,773
0.01407,774
0.01256,775
0.01259,776
0.02958,777
0.03052,778
0.03126,779
0.03151,780
0.03172,781
0.03108,782
0.0308,783
0.03103,784
0.03216,785
0.03424,786
0.03415,787
0.03344,788
0.03184,789
0.03178,790
0.03145,791
0.03038,792
0.0303,793
0.03016,794
0.03,795
0.03038,796
0.03078,797
0.03143,798
0.0325,799
0.05008,800
0.06206,801
0.06588,802
0.05581,803
0.05332,804
0.05163,805
0.04608,806
0.03407,807
0.03393,808
0.03398,809
0.03453,810
0.03388,811
0.03289,812
0.03239,813
0.03198,814
0.0313,815
0.02987,816
0.02959,817
0.02944,818
0.02842,819
0.02888,820
0.02997,821
0.03056,822
0.03159,823
0.03268,824
0.03317,825
0.03304,826
0.03331,827
0.03337,828
0.03314,829
0.0331,830
0.03302,831
0.0328,832
0.03306,833
0.05177,834
0.05409,835
0.03342,836
0.03251,837
0.03204,838
0.03158,839
0.0313,840
0.03053,841
0.02998,842
0.02899,843
0.02752,844
0.02805,845
0.02983,846
0.03176,847
0.04197,848
0.04621,849
0.03418,850
0.03254,851
0.03237,852
0.03236,853
0.03239,854
0.03224,855
0.0322,856
0.03237,857
0.04969,858
0.03277,859
0.03231,860
0.03191,861
0.03143,862
0.03106,863
0.02958,864
0.02572,865
0.02094,866
0.02403,867
0.02196,868
0.02707,869
0.02965,870
0.03151,871
0.03321,872
0.03300,873
0.03283,874
0.03267,875
0.03224,876
0.03178,877
0.03189,878
0.0322,879
0.03235,880
0.03259,881
0.03338,882
0.03285,883
0.03244,884
0.03212,885
0.0315,886
0.03082,887
0.0285,888
0.02364,889
0.01951,890
0.01466,891
0.01218,892
0.0128,893
0.01542,894
0.03068,895
0.03214,896
0.03234,897
0.0323,898
0.03218,899
0.0319,900
0.03171,901
0.03126,902
0.03111,903
0.03122,904
0.0313,905
0.03231,906
0.03223,907
0.0319,908
0.03112,909
0.02998,910
0.02899,911
0.02562,912
0.02465,913
0.02406,914
0.0259,915
0.02493,916
0.02599,917
0.02458,918
0.02404,919
0.0277,920
0.02951,921
0.02948,922
0.02900,923
0.02897,924
0.02891,925
0.02878,926
0.02854,927
0.02881,928
0.02924,929
0.03133,930
0.03149,931
0.03109,932
0.02958,933
0.02905,934
0.02755,935
0.0236,936
0.01423,937
0.01302,938
0.01287,939
0.01088,940
0.00972,941
0.00936,942
0.01063,943
0.02722,944
0.02741,945
0.02828,946
0.02875,947
0.02891,948
0.02887,949
0.02867,950
0.02851,951
0.02874,952
0.02902,953
0.03078,954
0.03124,955
0.0311,956
0.03048,957
0.02944,958
0.02932,959
0.02531,960
0.02173,961
0.0239,962
0.02222,963
0.02386,964
0.02308,965
0.02900,966
0.03116,967
0.03244,968
0.03289,969
0.05218,970
0.04688,971
0.04599,972
0.03533,973
0.03227,974
0.03235,975
0.03273,976
0.03292,977
0.05362,978
0.05433,979
0.03294,980
0.03228,981
0.03186,982
0.03105,983
0.0299,984
0.03008,985
0.02991,986
0.02945,987
0.02827,988
0.02805,989
0.03017,990
0.03195,991
0.04794,992
0.04794,993
0.05592,994
0.0541,995
0.03439,996
0.03241,997
0.03198,998
0.03215,999
0.03258,1000
0.03291,1001
0.03839,1002
0.03476,1003
0.03259,1004
0.03196,1005
0.03078,1006
0.02996,1007
0.02786,1008
0.02664,1009
0.02543,1010
0.02602,1011
0.02755,1012
0.02883,1013
0.03034,1014
0.03195,1015
0.03475,1016
0.03374,1017
0.03349,1018
0.03336,1019
0.03253,1020
0.0321,1021
0.03173,1022
0.03192,1023
0.03223,1024
0.03255,1025
0.03333,1026
0.03308,1027
0.03247,1028
0.03174,1029
0.03051,1030
0.02932,1031
0.02011,1032
0.0114,1033
0.0107,1034
0.00994,1035
0.00834,1036
0.01083,1037
0.0145,1038
0.03046,1039
0.03206,1040
0.03221,1041
0.03232,1042
0.03209,1043
0.03176,1044
0.03173,1045
0.03191,1046
0.03197,1047
0.03209,1048
0.03231,1049
0.03284,1050
0.03287,1051
0.03252,1052
0.03225,1053
0.03178,1054
0.03116,1055
0.03004,1056
0.02895,1057
0.02798,1058
0.0278,1059
0.02787,1060
0.02855,1061
0.0301,1062
0.03176,1063
0.03444,1064
0.03239,1065
0.0323,1066
0.03151,1067
0.03143,1068
0.03092,1069
0.03092,1070
0.03116,1071
0.03134,1072
0.03155,1073
0.03256,1074
0.03248,1075
0.03189,1076
0.03147,1077
0.03039,1078
0.02988,1079
0.02609,1080
0.00909,1081
0.01085,1082
0.00491,1083
8E-05,1084
0.01011,1085
0.00842,1086
2E-05,1087
0.01099,1088
0.01826,1089
0.02141,1090
0.02154,1091
0.02308,1092
0.02048,1093
0.01917,1094
0.01661,1095
0.01933,1096
0.02805,1097
0.03,1098
0.03053,1099
0.03019,1100
0.02872,1101
0.02041,1102
0.01667,1103
0.00963,1104
0.00891,1105
5E-05,1106
-0.00069,1107
4E-05,1108
0.00529,1109
0.0001,1110
-0.00377,1111
-6E-05,1112
0.00412,1113
0.01337,1114
0.01681,1115
0.02754,1116
0.02678,1117
0.01291,1118
0.01326,1119
0.01268,1120
0.02623,1121
0.02944,1122
0.03099,1123
0.0308,1124
0.03031,1125
0.02975,1126
0.02964,1127
0.02734,1128
0.0255,1129
0.02423,1130
0.02333,1131
0.01752,1132
0.01963,1133
0.02827,1134
0.03087,1135
0.03184,1136
0.03205,1137
0.03219,1138
0.03213,1139
0.03155,1140
0.03123,1141
0.03119,1142
0.03136,1143
0.0315,1144
0.03173,1145
0.04494,1146
0.07988,1147
0.06554,1148
0.03166,1149
0.03141,1150
0.03092,1151
0.03002,1152
0.02996,1153
0.02986,1154
0.02937,1155
0.02886,1156
0.0292,1157
0.03054,1158
0.03158,1159
0.03306,1160
0.03325,1161
0.03312,1162
0.03288,1163
0.03234,1164
0.03175,1165
0.03181,1166
0.03239,1167
0.03242,1168
0.03274,1169
0.04398,1170
0.04589,1171
0.03344,1172
0.03207,1173
0.03166,1174
0.03119,1175
0.03032,1176
0.02988,1177
0.02963,1178
0.02846,1179
0.02767,1180
0.02877,1181
0.02995,1182
0.03334,1183
0.04745,1184
0.04756,1185
0.04804,1186
0.04816,1187
0.0478,1188
0.04392,1189
0.0439,1190
0.03663,1191
0.04018,1192
0.04229,1193
0.04744,1194
0.05223,1195
0.04747,1196
0.04146,1197
0.03191,1198
0.03094,1199
0.03025,1200
0.03009,1201
0.02947,1202
0.02887,1203
0.02775,1204
0.02837,1205
0.03013,1206
0.03222,1207
0.03902,1208
0.04718,1209
0.04312,1210
0.04405,1211
0.03695,1212
0.03282,1213
0.03198,1214
0.03154,1215
0.03142,1216
0.03167,1217
0.03246,1218
0.0321,1219
0.03153,1220
0.03062,1221
0.03009,1222
0.02895,1223
0.02517,1224
0.02049,1225
0.02215,1226
0.02084,1227
0.01942,1228
0.02102,1229
0.0287,1230
0.03009,1231
0.03379,1232
0.03262,1233
0.0316,1234
0.03142,1235
0.03100,1236
0.03081,1237
0.03066,1238
0.03048,1239
0.03033,1240
0.03047,1241
0.03083,1242
0.0309,1243
0.03051,1244
0.02994,1245
0.02942,1246
0.02884,1247
0.02822,1248
0.02794,1249
0.02391,1250
0.02041,1251
0.02102,1252
0.01867,1253
0.02046,1254
0.02026,1255
0.02643,1256
0.02814,1257
0.02866,1258
0.02833,1259
0.02788,1260
0.0275,1261
0.02726,1262
0.0271,1263
0.02812,1264
0.02904,1265
0.02972,1266
0.02988,1267
0.02938,1268
0.0287,1269
0.02817,1270
0.02808,1271
0.02677,1272
0.02611,1273
0.02163,1274
0.02207,1275
0.01948,1276
0.01628,1277
0.01986,1278
0.01573,1279
0.01573,1280
0.0171,1281
0.02654,1282
0.02686,1283
0.02682,1284
0.02654,1285
0.02578,1286
0.02495,1287
0.0241,1288
0.02481,1289
0.0283,1290
0.0292,1291
0.02895,1292
0.02781,1293
0.0268,1294
0.02666,1295
0.02571,1296
0.0145,1297
0.01509,1298
0.01722,1299
0.01368,1300
0.01400,1301
0.02539,1302
0.02839,1303
0.02953,1304
0.02983,1305
0.02943,1306
0.02881,1307
0.02825,1308
0.02742,1309
0.02746,1310
0.02789,1311
0.02852,1312
0.02889,1313
0.02938,1314
0.02954,1315
0.02929,1316
0.02883,1317
0.02837,1318
0.02745,1319
0.02408,1320
0.02606,1321
0.02387,1322
0.02277,1323
0.02029,1324
0.02182,1325
0.02693,1326
0.02931,1327
0.03006,1328
0.03072,1329
0.03001,1330
0.02959,1331
0.02902,1332
0.02888,1333
0.02901,1334
0.02913,1335
0.02933,1336
0.02933,1337
0.03007,1338
0.03071,1339
0.02996,1340
0.02937,1341
0.02903,1342
0.02876,1343
0.02819,1344
0.02766,1345
0.02716,1346
0.02701,1347
0.02691,1348
0.02786,1349
0.02848,1350
0.03019,1351
0.04505,1352
0.04522,1353
0.04304,1354
0.04393,1355
0.04103,1356
0.03644,1357
0.03878,1358
0.04094,1359
0.0419,1360
0.04181,1361
0.04399,1362
0.07119,1363
0.05737,1364
0.04985,1365
0.04559,1366
0.03035,1367
0.02904,1368
0.02804,1369
0.02789,1370
0.02768,1371
0.02784,1372
0.02815,1373
0.02836,1374
0.02964,1375
0.04431,1376
0.0489,1377
0.04309,1378
0.04449,1379
0.04294,1380
0.04178,1381
0.03332,1382
0.02944,1383
0.02938,1384
0.02934,1385
0.04291,1386
0.04846,1387
0.02978,1388
0.02927,1389
0.02889,1390
0.02846,1391
0.02798,1392
0.02743,1393
0.02722,1394
0.02713,1395
0.02736,1396
0.02785,1397
0.02815,1398
0.02907,1399
0.04522,1400
0.04945,1401
0.04977,1402
0.04912,1403
0.04569,1404
0.04291,1405
0.04298,1406
0.03525,1407
0.03455,1408
0.04298,1409
0.0473,1410
0.06468,1411
0.05829,1412
0.04728,1413
0.03975,1414
0.03182,1415
0.0282,1416
0.02799,1417
0.02781,1418
0.02776,1419
0.0278,1420
0.02798,1421
0.02831,1422
0.02898,1423
0.03041,1424
0.03183,1425
0.03367,1426
0.03049,1427
0.03042,1428
0.02987,1429
0.02935,1430
0.02937,1431
0.02993,1432
0.03377,1433
0.04127,1434
0.05992,1435
0.03514,1436
0.02888,1437
0.02839,1438
0.0282,1439
0.0281,1440
0.02786,1441
0.02737,1442
0.02713,1443
0.02781,1444
0.02757,1445
0.02786,1446
0.02733,1447
0.02704,1448
0.02749,1449
0.02817,1450
0.02838,1451
0.02844,1452
0.02800,1453
0.02745,1454
0.02641,1455
0.02666,1456
0.02707,1457
0.02822,1458
0.03287,1459
0.02894,1460
0.02831,1461
0.02806,1462
0.02773,1463
0.0271,1464
0.02652,1465
0.02511,1466
0.02408,1467
0.02404,1468
0.02538,1469
0.0272,1470
0.02875,1471
0.02936,1472
0.02994,1473
0.02968,1474
0.02929,1475
0.02875,1476
0.02851,1477
0.02863,1478
0.02854,1479
0.02848,1480
0.02846,1481
0.02895,1482
0.02995,1483
0.02961,1484
0.02891,1485
0.02861,1486
0.02819,1487
0.02801,1488
0.02792,1489
0.02779,1490
0.02764,1491
0.02795,1492
0.02833,1493
0.02865,1494
0.02959,1495
0.04922,1496
0.05778,1497
0.04767,1498
0.0471,1499
0.04711,1500
0.04036,1501
0.04176,1502
0.04169,1503
0.03856,1504
0.02996,1505
0.04191,1506
0.06869,1507
0.05053,1508
0.03935,1509
0.02907,1510
0.02862,1511
0.02835,1512
0.0283,1513
0.02816,1514
0.02806,1515
0.02825,1516
0.02875,1517
0.02935,1518
0.04221,1519
0.04502,1520
0.05306,1521
0.05200,1522
0.0452,1523
0.04184,1524
0.03502,1525
0.03693,1526
0.04021,1527
0.03119,1528
0.0312,1529
0.04584,1530
0.05803,1531
0.05896,1532
0.04615,1533
0.04244,1534
0.03695,1535
0.02872,1536
0.02792,1537
0.02749,1538
0.02712,1539
0.02741,1540
0.02797,1541
0.02837,1542
0.02899,1543
0.02974,1544
0.05209,1545
0.05982,1546
0.04136,1547
0.03200,1548
0.03039,1549
0.03202,1550
0.0286,1551
0.02861,1552
0.0285,1553
0.02886,1554
0.05414,1555
0.02906,1556
0.02863,1557
0.02841,1558
0.02782,1559
0.02684,1560
0.02524,1561
0.0249,1562
0.02453,1563
0.02497,1564
0.02562,1565
0.02604,1566
0.02698,1567
0.0275,1568
0.0277,1569
0.02764,1570
0.02755,1571
0.02729,1572
0.02682,1573
0.0265,1574
0.02634,1575
0.02632,1576
0.02627,1577
0.02659,1578
0.02686,1579
0.02664,1580
0.02599,1581
0.0257,1582
0.02514,1583
0.02383,1584
0.02452,1585
0.02442,1586
0.02446,1587
0.02465,1588
0.02491,1589
0.0254,1590
0.02606,1591
0.02641,1592
0.02694,1593
0.02713,1594
0.02769,1595
0.02617,1596
0.02508,1597
0.02475,1598
0.02452,1599
0.02448,1600
0.02602,1601
0.02721,1602
0.02748,1603
0.02725,1604
0.02658,1605
0.02514,1606
0.02455,1607
0.01865,1608
0.01567,1609
0.01375,1610
0.0121,1611
0.0114,1612
0.01035,1613
0.0114,1614
0.01149,1615
0.0114,1616
0.0229,1617
0.0237,1618
0.02399,1619
0.02381,1620
0.02336,1621
0.02255,1622
0.0218,1623
0.02158,1624
0.0234,1625
0.02608,1626
0.0268,1627
0.02682,1628
0.02643,1629
0.02612,1630
0.02564,1631
0.02475,1632
0.02426,1633
0.02262,1634
0.02273,1635
0.02276,1636
0.02211,1637
0.02557,1638
0.02741,1639
0.02875,1640
0.03517,1641
0.03082,1642
0.03,1643
0.02973,1644
0.02799,1645
0.02811,1646
0.02821,1647
0.02863,1648
0.02716,1649
0.03061,1650
0.04727,1651
0.04723,1652
0.03043,1653
0.02749,1654
0.02685,1655
0.02594,1656
0.02521,1657
0.02528,1658
0.02463,1659
0.02427,1660
0.02503,1661
0.0265,1662
0.03508,1663
0.04255,1664
0.04458,1665
0.03912,1666
0.03132,1667
0.03001,1668
0.02893,1669
0.02859,1670
0.02818,1671
0.02872,1672
0.03091,1673
0.03809,1674
0.04798,1675
0.0541,1676
0.04256,1677
0.03404,1678
0.03247,1679
0.02677,1680
0.02558,1681
0.02537,1682
0.02515,1683
0.02515,1684
0.02569,1685
0.02705,1686
0.0358,1687
0.04454,1688
0.04373,1689
0.03583,1690
0.03093,1691
0.02977,1692
0.02894,1693
0.02878,1694
0.02842,1695
0.02925,1696
0.03079,1697
0.03724,1698
0.04592,1699
0.04322,1700
0.03589,1701
0.03121,1702
0.02738,1703
0.02587,1704
0.02584,1705
0.02557,1706
0.02549,1707
0.0259,1708
0.02652,1709
0.02717,1710
0.02851,1711
0.03924,1712
0.04226,1713
0.03497,1714
0.03014,1715
0.0297,1716
0.02884,1717
0.02842,1718
0.02769,1719
0.02689,1720
0.02719,1721
0.02944,1722
0.03243,1723
0.02936,1724
0.02727,1725
0.02693,1726
0.0263,1727
0.02536,1728
0.02483,1729
0.02458,1730
0.02456,1731
0.02511,1732
0.02567,1733
0.0266,1734
0.02748,1735
0.04395,1736
0.04377,1737
0.0404,1738
0.03093,1739
0.02875,1740
0.02711,1741
0.02657,1742
0.02643,1743
0.02615,1744
0.02594,1745
0.0262,1746
0.02669,1747
0.02636,1748
0.02579,1749
0.02496,1750
0.02425,1751
0.01817,1752
0.01316,1753
0.00901,1754
0.00465,1755
0.00777,1756
0.00699,1757
0.00908,1758
0.01082,1759
0.01112,1760
0.01401,1761
0.01758,1762
0.01406,1763
0.01223,1764
0.00916,1765
0.00395,1766
0.09000,1767
0.01100,1768
0.01126,1769
0.02234,1770
0.02607,1771
0.02637,1772
0.02514,1773
0.02369,1774
0.02007,1775
0.01096,1776
-2E-05,1777
-0.02508,1778
-0.02506,1779
-0.06026,1780
-0.05065,1781
-0.05012,1782
-0.02008,1783
0.02391,1784
0.02403,1785
0.02469,1786
0.02506,1787
0.02496,1788
0.02471,1789
0.02442,1790
0.02435,1791
0.02428,1792
0.02471,1793
0.02484,1794
0.02586,1795
0.02649,1796
0.02562,1797
0.02482,1798
0.01935,1799
0.00906,1800
7E-05,1801
-0.01287,1802
-0.01001,1803
-4E-05,1804
0.00809,1805
0.01308,1806
0.02491,1807
0.02644,1808
0.02662,1809
0.0265,1810
0.02633,1811
0.02602,1812
0.02583,1813
0.02526,1814
0.02536,1815
0.02579,1816
0.02598,1817
0.02683,1818
0.02851,1819
0.02772,1820
0.02714,1821
0.02674,1822
0.02589,1823
0.02531,1824
0.02499,1825
0.0244,1826
0.02421,1827
0.02407,1828
0.02486,1829
0.02588,1830
0.02645,1831
0.02962,1832
0.03019,1833
0.02964,1834
0.02872,1835
0.02815,1836
0.0269,1837
0.02745,1838
0.02702,1839
0.02664,1840
0.0266,1841
0.02792,1842
0.02931,1843
0.02861,1844
0.02746,1845
0.02741,1846
0.02437,1847
0.02215,1848
0.02384,1849
0.02009,1850
0.01941,1851
0.01197,1852
0.01137,1853
0.0248,1854
0.02619,1855
0.02858,1856
0.02887,1857
0.02808,1858
0.02698,1859
0.0261,1860
0.02556,1861
0.02538,1862
0.02499,1863
0.0247,1864
0.02442,1865
0.02573,1866
0.02622,1867
0.02631,1868
0.02605,1869
0.0254,1870
0.02321,1871
