timestamp,E,U,time
2014-09-13 17:00:00,0.0,0.0,0:00:00.049721
2014-09-13 18:00:00,0.0,0.0,0:00:00.047823
2014-09-13 19:00:00,0.0,0.0,0:00:00.049373
2014-09-13 20:00:00,0.0,0.0,0:00:00.047629
2014-09-13 21:00:00,0.0,0.0,0:00:00.048728
2014-09-13 22:00:00,0.0,0.0,0:00:00.048139
2014-09-13 23:00:00,0.0,0.0,0:00:00.050175
2014-09-14 00:00:00,0.0,0.0,0:00:00.048652
2014-09-14 01:00:00,0.0,0.0,0:00:00.047161
2014-09-14 02:00:00,0.0,0.0,0:00:00.049406
2014-09-14 03:00:00,0.0,0.0,0:00:00.050038
2014-09-14 04:00:00,0.0,0.0,0:00:00.047806
2014-09-14 05:00:00,0.0,0.0,0:00:00.050484
2014-09-14 06:00:00,0.0,0.0,0:00:00.049851
2014-09-14 07:00:00,0.0,0.0,0:00:00.052015
2014-09-14 08:00:00,0.0,0.0,0:00:00.047403
2014-09-14 09:00:00,0.0,0.0,0:00:00.048380
2014-09-14 10:00:00,0.0,0.0,0:00:00.051092
2014-09-14 11:00:00,0.0,0.0,0:00:00.060800
2014-09-14 12:00:00,0.0,0.0,0:00:00.058839
2014-09-14 13:00:00,0.0,0.0,0:00:00.060748
2014-09-14 14:00:00,0.0,0.0,0:00:00.063808
2014-09-14 15:00:00,0.0,0.0,0:00:00.063181
2014-09-14 16:00:00,0.0,0.0,0:00:00.062134
2014-09-14 17:00:00,0.0,0.0,0:00:00.058844
2014-09-14 18:00:00,0.0,0.0,0:00:00.060048
2014-09-14 19:00:00,0.0,0.0,0:00:00.064138
2014-09-14 20:00:00,0.0,0.0,0:00:00.062401
2014-09-14 21:00:00,0.0,0.0,0:00:00.063012
2014-09-14 22:00:00,0.0,0.0,0:00:00.060098
2014-09-14 23:00:00,0.0,0.0,0:00:00.062236
2014-09-15 00:00:00,0.0,0.0,0:00:00.060711
2014-09-15 01:00:00,0.0,0.0,0:00:00.054171
2014-09-15 02:00:00,0.0,0.0,0:00:00.069336
2014-09-15 03:00:00,0.0,0.0,0:00:00.065696
2014-09-15 04:00:00,0.0,0.0,0:00:00.074547
2014-09-15 05:00:00,0.0,0.0,0:00:00.079727
2014-09-15 06:00:00,0.0,0.0,0:00:00.071046
2014-09-15 07:00:00,0.0,0.0,0:00:00.065980
2014-09-15 08:00:00,24.0,0.2447615999999999,0:02:08.165118
2014-09-15 09:00:00,29.25,0.3094514999999999,0:02:05.370745
2014-09-15 10:00:00,22.0,0.21574159999999998,0:02:02.459644
2014-09-15 11:00:00,7.199999999999995,0.07202239999999994,0:01:00.325260
2014-09-15 12:00:00,0.0,0.0,0:00:00.048594
2014-09-15 13:00:00,0.0,0.0,0:00:00.048665
2014-09-15 14:00:00,0.0,0.0,0:00:00.048321
2014-09-15 15:00:00,0.0,0.0,0:00:00.048434
2014-09-15 16:00:00,0.0,0.0,0:00:00.049242
2014-09-15 17:00:00,0.0,0.0,0:00:00.048940
2014-09-15 18:00:00,0.0,0.0,0:00:00.049860
2014-09-15 19:00:00,0.0,0.0,0:00:00.047166
2014-09-15 20:00:00,0.0,0.0,0:00:00.048517
2014-09-15 21:00:00,0.0,0.0,0:00:00.049587
2014-09-15 22:00:00,0.0,0.0,0:00:00.047420
2014-09-15 23:00:00,0.0,0.0,0:00:00.049684
2014-09-16 00:00:00,0.0,0.0,0:00:00.049040
2014-09-16 01:00:00,0.0,0.0,0:00:00.050033
2014-09-16 02:00:00,42.00000000000001,0.2808288,0:02:03.860682
2014-09-16 03:00:00,43.02000000000001,0.28703375999999997,0:02:01.494314
2014-09-16 04:00:00,5.350000000000003,0.03751478000000001,0:00:54.039774
2014-09-16 05:00:00,3.6,0.025995679999999993,0:00:53.104350
2014-09-16 06:00:00,0.0,0.0,0:00:00.048020
2014-09-16 07:00:00,0.0,0.0,0:00:00.047121
2014-09-16 08:00:00,0.0,0.0,0:00:00.049062
2014-09-16 09:00:00,0.0,0.0,0:00:00.051061
2014-09-16 10:00:00,0.0,0.0,0:00:00.047563
2014-09-16 11:00:00,0.0,0.0,0:00:00.048147
2014-09-16 12:00:00,0.0,0.0,0:00:00.048406
2014-09-16 13:00:00,0.0,0.0,0:00:00.050922
2014-09-16 14:00:00,0.0,0.0,0:00:00.048516
2014-09-16 15:00:00,0.0,0.0,0:00:00.048931
2014-09-16 16:00:00,0.0,0.0,0:00:00.047034
2014-09-16 17:00:00,0.0,0.0,0:00:00.049834
2014-09-16 18:00:00,0.0,0.0,0:00:00.049181
2014-09-16 19:00:00,0.0,0.0,0:00:00.048655
2014-09-16 20:00:00,0.0,0.0,0:00:00.050514
2014-09-16 21:00:00,0.0,0.0,0:00:00.049665
2014-09-16 22:00:00,0.0,0.0,0:00:00.047695
2014-09-16 23:00:00,0.0,0.0,0:00:00.046560
2014-09-17 00:00:00,0.0,0.0,0:00:00.047311
2014-09-17 01:00:00,0.0,0.0,0:00:00.048433
2014-09-17 02:00:00,0.0,0.0,0:00:00.049449
2014-09-17 03:00:00,0.0,0.0,0:00:00.048524
