timestamp,predictions01,predictions02,predictions03,predictions04,predictions05,predictions06,predictions07,predictions08,predictions09,predictions10,predictions11,predictions12,reals01,reals02,reals03,reals04,reals05,reals06,reals07,reals08,reals09,reals10,reals11,reals12
2014-09-12 04:00:00,0.03536760434508324,0.035652268677949905,0.035030245780944824,0.03452173247933388,0.03352576866745949,0.03140004351735115,0.030451800674200058,0.029888853430747986,0.029388315975666046,0.02833102084696293,0.027965661138296127,0.02669277787208557,0.03611,0.03683,0.03688999999999999,0.03631,0.03512,0.03328999999999999,0.03318,0.03270000000000001,0.03194999999999999,0.03218000000000001,0.03221999999999999,0.03211
2014-09-12 05:00:00,0.035626742988824844,0.034161753952503204,0.03319314122200012,0.03259517252445221,0.03142920136451721,0.029496727511286736,0.0286368727684021,0.028302190825343132,0.02817305363714695,0.02761242724955082,0.027784256264567375,0.027424948289990425,0.03683,0.03688999999999999,0.03631,0.03512,0.03328999999999999,0.03318,0.03270000000000001,0.03194999999999999,0.03218000000000001,0.03221999999999999,0.03211,0.03251
2014-09-12 06:00:00,0.034687794744968414,0.03266380354762077,0.03156903013586998,0.030715059489011765,0.029949357733130455,0.028251202777028084,0.027571124956011772,0.027295812964439392,0.027753755450248718,0.027622083202004433,0.028769759461283684,0.028979621827602386,0.03688999999999999,0.03631,0.03512,0.03328999999999999,0.03318,0.03270000000000001,0.03194999999999999,0.03218000000000001,0.03221999999999999,0.03211,0.03251,0.03271
2014-09-12 07:00:00,0.03412377089262009,0.03185970336198807,0.030560053884983063,0.029951727017760277,0.029323672875761986,0.0278717540204525,0.027578452602028847,0.027541011571884155,0.028390686959028244,0.029067346826195717,0.030877497047185898,0.030710112303495407,0.03631,0.03512,0.03328999999999999,0.03318,0.03270000000000001,0.03194999999999999,0.03218000000000001,0.03221999999999999,0.03211,0.03251,0.03271,0.03338
2014-09-12 08:00:00,0.033102817833423615,0.03096592426300049,0.03021124377846718,0.029838064685463905,0.02934245392680168,0.028141262009739876,0.02839094214141369,0.028601011261343956,0.030453944578766823,0.031463995575904846,0.03272797167301178,0.031916260719299316,0.03512,0.03328999999999999,0.03318,0.03270000000000001,0.03194999999999999,0.03218000000000001,0.03221999999999999,0.03211,0.03251,0.03271,0.03338,0.033850000000000005
2014-09-12 09:00:00,0.03174334391951561,0.03036157786846161,0.029765315353870392,0.029445799067616463,0.029044480994343758,0.028377702459692955,0.029083846136927605,0.030330948531627655,0.032696433365345,0.033147554844617844,0.03390663117170334,0.032701242715120316,0.03328999999999999,0.03318,0.03270000000000001,0.03194999999999999,0.03218000000000001,0.03221999999999999,0.03211,0.03251,0.03271,0.03338,0.033850000000000005,0.03526000000000001
2014-09-12 10:00:00,0.030542973428964615,0.029557351022958755,0.029225343838334084,0.029041942209005356,0.02898832969367504,0.02875603549182415,0.030600842088460922,0.032515522092580795,0.03429717943072319,0.03407222777605057,0.034449320286512375,0.03307858854532242,0.03318,0.03270000000000001,0.03194999999999999,0.03218000000000001,0.03221999999999999,0.03211,0.03251,0.03271,0.03338,0.033850000000000005,0.03526000000000001,0.035910000000000004
2014-09-12 11:00:00,0.030724013224244118,0.02989792637526989,0.02964266762137413,0.029740601778030396,0.029905114322900772,0.030615365132689476,0.03299364820122719,0.03437073528766632,0.03544924780726433,0.034848831593990326,0.035064537078142166,0.03319327160716057,0.03270000000000001,0.03194999999999999,0.03218000000000001,0.03221999999999999,0.03211,0.03251,0.03271,0.03338,0.033850000000000005,0.03526000000000001,0.035910000000000004,0.03451000000000001
2014-09-12 12:00:00,0.030439114198088646,0.029723066836595535,0.029860813170671463,0.030232777819037437,0.031300753355026245,0.03250088170170784,0.03435029834508896,0.03519103676080704,0.03575459495186806,0.03503038361668587,0.034758102148771286,0.03243447095155716,0.03194999999999999,0.03218000000000001,0.03221999999999999,0.03211,0.03251,0.03271,0.03338,0.033850000000000005,0.03526000000000001,0.035910000000000004,0.03451000000000001,0.033659999999999995
2014-09-12 13:00:00,0.029816854745149612,0.02957252599298954,0.030098842456936836,0.031625375151634216,0.033187445253133774,0.03383444622159004,0.03506983071565628,0.035551637411117554,0.035843249410390854,0.03463440760970116,0.03385872393846512,0.03160042688250542,0.03218000000000001,0.03221999999999999,0.03211,0.03251,0.03271,0.03338,0.033850000000000005,0.03526000000000001,0.035910000000000004,0.03451000000000001,0.033659999999999995,0.03361999999999999
2014-09-12 14:00:00,0.030439596623182297,0.03039071336388588,0.03194074705243111,0.034041810780763626,0.034948769956827164,0.03481777757406235,0.03558233380317688,0.03594518452882767,0.03557319939136505,0.03388866037130356,0.03326565399765968,0.031453706324100494,0.03221999999999999,0.03211,0.03251,0.03271,0.03338,0.033850000000000005,0.03526000000000001,0.035910000000000004,0.03451000000000001,0.033659999999999995,0.03361999999999999,0.03358
2014-09-12 15:00:00,0.030612196773290634,0.03148306906223297,0.03358126059174538,0.03526416793465614,0.035532284528017044,0.03497900441288948,0.035540223121643066,0.03554927557706833,0.034723911434412,0.03317132219672203,0.03280846029520035,0.031413983553647995,0.03211,0.03251,0.03271,0.03338,0.033850000000000005,0.03526000000000001,0.035910000000000004,0.03451000000000001,0.033659999999999995,0.03361999999999999,0.03358,0.033659999999999995
2014-09-12 16:00:00,0.03148757293820381,0.03287038579583168,0.03440972417593002,0.03561615198850632,0.035508718341588974,0.0348009429872036,0.03485221788287163,0.034387946128845215,0.03375837206840515,0.03264855965971947,0.03265240043401718,0.03172796219587326,0.03251,0.03271,0.03338,0.033850000000000005,0.03526000000000001,0.035910000000000004,0.03451000000000001,0.033659999999999995,0.03361999999999999,0.03358,0.033659999999999995,0.03505
