predictions01,predictions02,predictions03,predictions04,predictions05,predictions06,predictions07,predictions08,predictions09,predictions10,predictions11,predictions12,reals01,reals02,reals03,reals04,reals05,reals06,reals07,reals08,reals09,reals10,reals11,reals12
0.03453230857849121,0.0343431793153286,0.03507893905043602,0.03485243767499924,0.03506328910589218,0.03491499274969101,0.035051360726356506,0.034269727766513824,0.03379319980740547,0.03452087566256523,0.03457272797822952,0.03506651520729065,0.03636383047364656,0.03627272234460575,0.036105083387170646,0.035937444429735545,0.03560216651486534,0.03437402893539514,0.0350956053173984,0.03429749810700085,0.03389662233922126,0.03299282969913636,0.03355041144886616,0.03541266160646044
0.03634326159954071,0.036525409668684006,0.03721056133508682,0.03713183477520943,0.037653982639312744,0.037751540541648865,0.03813331946730614,0.03770280256867409,0.038043614476919174,0.038876164704561234,0.038677312433719635,0.039246708154678345,0.03714007173307432,0.036247212068474324,0.03535435240387432,0.034654641972840856,0.0347384614515584,0.03506280639094371,0.03564589841680493,0.03759925670344004,0.039199115449396776,0.04040538707789718,0.0395708366158833,0.03936311008167023
0.03644352778792381,0.03632377088069916,0.036940671503543854,0.03670243173837662,0.0369696170091629,0.03664596378803253,0.03706170618534088,0.03626817837357521,0.035854145884513855,0.03677813708782196,0.03677508980035782,0.03737635165452957,0.04103585533085963,0.04113789643538534,0.04041267572822044,0.03978949612558126,0.0397712744997731,0.03767943185699595,0.03692870087369963,0.03632738722203024,0.035948377405220444,0.035835403325209826,0.035689630318744524,0.03632738722203024
0.036122728139162064,0.03651449829339981,0.03705490380525589,0.03719721734523773,0.03764459490776062,0.03781629353761673,0.038029178977012634,0.03767671436071396,0.03753010183572769,0.037838470190763474,0.037209924310445786,0.03723256289958954,0.03770494213312738,0.037701297807965745,0.038207859005432686,0.03726033446340821,0.03740246314471187,0.03740246314471187,0.03735144259244901,0.03755552480150044,0.038021998422189424,0.040266902721755135,0.043003790918141264,0.04128002511668902
0.03722464293241501,0.03709704056382179,0.03772594779729843,0.03749777376651764,0.03760716691613197,0.037370141595602036,0.03746545687317848,0.036815568804740906,0.03603605926036835,0.03633563965559006,0.036007024347782135,0.03604668751358986,0.0365460467317282,0.036225346117504525,0.036137882313625344,0.036090506086524116,0.03664444351109228,0.03665173216141554,0.036010330932968196,0.03574793952133065,0.035817181699401665,0.03534706375355105,0.03494254366060984,0.03517578047095432
0.03500272333621979,0.03535420075058937,0.03590887784957886,0.03603262081742287,0.036410845816135406,0.036591075360774994,0.03663640841841698,0.036181218922138214,0.03577565774321556,0.03594060242176056,0.03524342179298401,0.03519248589873314,0.03527053292515677,0.03499356421287269,0.03469108522445718,0.034381317585718406,0.03464006467219432,0.035911934153604115,0.036239923418151056,0.036148815289110243,0.03573336222068412,0.035365285379359214,0.03531426482709636,0.03496805393674126
0.034507039934396744,0.03508865088224411,0.035803791135549545,0.036051277071237564,0.03662826865911484,0.03684114292263985,0.03715468570590019,0.036686867475509644,0.03653676435351372,0.03697632625699043,0.03646217659115791,0.03674600273370743,0.0350956053173984,0.0354527491832384,0.03500085286319596,0.03499356421287269,0.0349716982619029,0.03492067770964003,0.03492067770964003,0.03496440961157963,0.03585726927617963,0.03695421114983106,0.03749721559891432,0.03677928354207269
0.035123538225889206,0.03504502773284912,0.03571915253996849,0.035537995398044586,0.03584256395697594,0.03561537712812424,0.03595716878771782,0.03516361117362976,0.03473018482327461,0.035617467015981674,0.03565613925457001,0.03623870760202408,0.03746441667245963,0.03743526207116657,0.03722024688663024,0.03706718522984167,0.036673598112385346,0.03648773752914208,0.035106538292883294,0.02891118551810779,0.029552586746555132,0.02738785760054534,0.025627648547476768,0.02928290668459432
0.03457207605242729,0.034586939960718155,0.03531893342733383,0.035206906497478485,0.03561277315020561,0.03562904894351959,0.03600393980741501,0.0353708378970623,0.03547583892941475,0.03638440743088722,0.03649820014834404,0.03721184656023979,0.03650960348011187,0.036320098571706975,0.036108727712332284,0.035882779552311055,0.03578073844778534,0.034312075407647386,0.03303656160107595,0.03325886543593554,0.03240244902295187,0.03305478322688411,0.03298189672365146,0.035230445348378804
0.04322390258312225,0.04285610839724541,0.043113723397254944,0.0431813970208168,0.043085403740406036,0.042868491262197495,0.0423688180744648,0.04257728159427643,0.04108293354511261,0.040045250207185745,0.039080485701560974,0.0379493273794651,0.04541633417514207,0.04502274705768574,0.04525598386803024,0.044363124203430235,0.042136441529672684,0.04212915287934942,0.04456720641248167,0.04573703478936575,0.04577712236614371,0.04312405364847514,0.03798919949573473,0.03794911191895677
0.036276306957006454,0.03664656728506088,0.03742169588804245,0.03747027739882469,0.038032423704862595,0.038181859999895096,0.03854472562670708,0.038102615624666214,0.0383218489587307,0.038997408002614975,0.03865586593747139,0.03912876918911934,0.03662257756012248,0.036564268357536366,0.03659706728399106,0.03677563921691106,0.03707447388016493,0.038342699036413096,0.040044598886895544,0.0408317731218082,0.040500139532099626,0.040649556863726566,0.04028148002240167,0.03958905824169147
