timestamp,E,U,time
2014-09-13 17:00:00,0.0,0.0,0:00:00.046941
2014-09-13 18:00:00,0.0,0.0,0:00:00.042702
2014-09-13 19:00:00,0.0,0.0,0:00:00.044250
2014-09-13 20:00:00,0.0,0.0,0:00:00.045792
2014-09-13 21:00:00,0.0,0.0,0:00:00.044299
2014-09-13 22:00:00,0.0,0.0,0:00:00.045230
2014-09-13 23:00:00,0.0,0.0,0:00:00.046094
2014-09-14 00:00:00,0.0,0.0,0:00:00.045148
2014-09-14 01:00:00,0.0,0.0,0:00:00.045557
2014-09-14 02:00:00,0.0,0.0,0:00:00.045583
2014-09-14 03:00:00,0.0,0.0,0:00:00.045155
2014-09-14 04:00:00,0.0,0.0,0:00:00.044189
2014-09-14 05:00:00,0.0,0.0,0:00:00.046545
2014-09-14 06:00:00,0.0,0.0,0:00:00.045770
2014-09-14 07:00:00,0.0,0.0,0:00:00.045029
2014-09-14 08:00:00,0.0,0.0,0:00:00.044241
2014-09-14 09:00:00,0.0,0.0,0:00:00.046551
2014-09-14 10:00:00,0.0,0.0,0:00:00.044793
2014-09-14 11:00:00,0.0,0.0,0:00:00.045898
2014-09-14 12:00:00,0.0,0.0,0:00:00.046270
2014-09-14 13:00:00,0.0,0.0,0:00:00.045543
2014-09-14 14:00:00,0.0,0.0,0:00:00.047059
2014-09-14 15:00:00,0.0,0.0,0:00:00.046812
2014-09-14 16:00:00,0.0,0.0,0:00:00.045327
2014-09-14 17:00:00,0.0,0.0,0:00:00.046340
2014-09-14 18:00:00,0.0,0.0,0:00:00.045791
2014-09-14 19:00:00,0.0,0.0,0:00:00.045451
2014-09-14 20:00:00,0.0,0.0,0:00:00.047536
2014-09-14 21:00:00,0.0,0.0,0:00:00.044541
2014-09-14 22:00:00,0.0,0.0,0:00:00.044472
2014-09-14 23:00:00,0.0,0.0,0:00:00.044086
2014-09-15 00:00:00,0.0,0.0,0:00:00.045020
2014-09-15 01:00:00,0.0,0.0,0:00:00.044423
2014-09-15 02:00:00,0.0,0.0,0:00:00.045028
2014-09-15 03:00:00,0.0,0.0,0:00:00.045975
2014-09-15 04:00:00,0.0,0.0,0:00:00.047142
2014-09-15 05:00:00,0.0,0.0,0:00:00.043743
2014-09-15 06:00:00,0.0,0.0,0:00:00.045925
2014-09-15 07:00:00,0.0,0.0,0:00:00.044744
2014-09-15 08:00:00,26.399999999999995,1.0152383999999999,0:02:06.636262
2014-09-15 09:00:00,30.450000000000003,1.156254,0:02:05.913911
2014-09-15 10:00:00,13.599999999999998,0.5413728,0:02:01.774781
2014-09-15 11:00:00,0.40000000000000036,0.03678400000000001,0:01:48.268548
2014-09-15 12:00:00,0.0,0.0,0:00:00.047681
2014-09-15 13:00:00,0.0,0.0,0:00:00.047263
2014-09-15 14:00:00,0.0,0.0,0:00:00.047253
2014-09-15 15:00:00,0.0,0.0,0:00:00.048119
2014-09-15 16:00:00,0.0,0.0,0:00:00.050888
2014-09-15 17:00:00,0.0,0.0,0:00:00.048484
2014-09-15 18:00:00,0.0,0.0,0:00:00.046106
2014-09-15 19:00:00,0.0,0.0,0:00:00.048476
2014-09-15 20:00:00,0.0,0.0,0:00:00.047917
2014-09-15 21:00:00,0.0,0.0,0:00:00.048621
2014-09-15 22:00:00,0.0,0.0,0:00:00.048308
2014-09-15 23:00:00,0.0,0.0,0:00:00.049701
2014-09-16 00:00:00,0.0,0.0,0:00:00.048864
2014-09-16 01:00:00,0.0,0.0,0:00:00.049278
2014-09-16 02:00:00,31.200000000000003,0.8396640000000001,0:02:05.433846
2014-09-16 03:00:00,34.620000000000005,0.93180384,0:02:03.676534
2014-09-16 04:00:00,9.75,0.26654084800000005,0:01:41.248790
2014-09-16 05:00:00,0.6400000000000006,0.02320844800000002,0:01:25.284152
2014-09-16 06:00:00,0.0,0.0,0:00:00.046759
2014-09-16 07:00:00,0.0,0.0,0:00:00.050031
2014-09-16 08:00:00,0.0,0.0,0:00:00.048738
2014-09-16 09:00:00,0.0,0.0,0:00:00.049721
2014-09-16 10:00:00,0.0,0.0,0:00:00.047289
2014-09-16 11:00:00,0.0,0.0,0:00:00.048673
2014-09-16 12:00:00,0.0,0.0,0:00:00.048382
2014-09-16 13:00:00,0.0,0.0,0:00:00.048255
2014-09-16 14:00:00,0.0,0.0,0:00:00.048315
2014-09-16 15:00:00,0.0,0.0,0:00:00.049072
2014-09-16 16:00:00,0.0,0.0,0:00:00.050272
2014-09-16 17:00:00,0.0,0.0,0:00:00.049427
2014-09-16 18:00:00,0.0,0.0,0:00:00.049299
2014-09-16 19:00:00,0.0,0.0,0:00:00.049275
2014-09-16 20:00:00,0.0,0.0,0:00:00.049148
2014-09-16 21:00:00,0.0,0.0,0:00:00.048905
2014-09-16 22:00:00,0.0,0.0,0:00:00.048931
2014-09-16 23:00:00,0.0,0.0,0:00:00.049580
2014-09-17 00:00:00,0.0,0.0,0:00:00.049256
2014-09-17 01:00:00,0.0,0.0,0:00:00.048582
2014-09-17 02:00:00,0.0,0.0,0:00:00.049662
2014-09-17 03:00:00,0.0,0.0,0:00:00.048420
2014-09-17 04:00:00,0.0,0.0,0:00:00.048142
2014-09-17 05:00:00,0.0,0.0,0:00:00.048069
2014-09-17 06:00:00,0.0,0.0,0:00:00.048155
2014-09-17 07:00:00,0.0,0.0,0:00:00.047892
2014-09-17 08:00:00,0.0,0.0,0:00:00.047989
2014-09-17 09:00:00,0.0,0.0,0:00:00.050910
2014-09-17 10:00:00,0.0,0.0,0:00:00.048227
2014-09-17 11:00:00,0.0,0.0,0:00:00.047249
2014-09-17 12:00:00,0.0,0.0,0:00:00.047845
2014-09-17 13:00:00,0.0,0.0,0:00:00.049210
2014-09-17 14:00:00,0.0,0.0,0:00:00.049748
2014-09-17 15:00:00,0.0,0.0,0:00:00.046202
2014-09-17 16:00:00,0.0,0.0,0:00:00.047096
2014-09-17 17:00:00,0.0,0.0,0:00:00.049103
2014-09-17 18:00:00,0.0,0.0,0:00:00.048002
2014-09-17 19:00:00,0.0,0.0,0:00:00.047976
2014-09-17 20:00:00,0.0,0.0,0:00:00.048786
2014-09-17 21:00:00,0.0,0.0,0:00:00.048421
2014-09-17 22:00:00,0.0,0.0,0:00:00.048327
2014-09-17 23:00:00,0.0,0.0,0:00:00.048398
2014-09-18 00:00:00,0.0,0.0,0:00:00.047680
2014-09-18 01:00:00,0.0,0.0,0:00:00.048186
2014-09-18 02:00:00,0.0,0.0,0:00:00.048674
2014-09-18 03:00:00,0.0,0.0,0:00:00.049721
2014-09-18 04:00:00,0.0,0.0,0:00:00.047797
2014-09-18 05:00:00,0.0,0.0,0:00:00.048959
2014-09-18 06:00:00,0.0,0.0,0:00:00.045775
2014-09-18 07:00:00,0.0,0.0,0:00:00.050141
2014-09-18 08:00:00,0.0,0.0,0:00:00.049614
2014-09-18 09:00:00,0.0,0.0,0:00:00.048158
2014-09-18 10:00:00,0.0,0.0,0:00:00.048496
2014-09-18 11:00:00,0.0,0.0,0:00:00.046620
2014-09-18 12:00:00,38.400000000000006,1.2692640000000002,0:02:03.541645
2014-09-18 13:00:00,25.570000000000004,0.8125453280000002,0:02:02.150767
2014-09-18 14:00:00,6.240000000000002,0.20506252800000005,0:01:31.708175
2014-09-18 15:00:00,0.0,0.0,0:00:00.048096
2014-09-18 16:00:00,0.0,0.0,0:00:00.049751
2014-09-18 17:00:00,0.0,0.0,0:00:00.048452
2014-09-18 18:00:00,0.0,0.0,0:00:00.049760
2014-09-18 19:00:00,0.0,0.0,0:00:00.049890
2014-09-18 20:00:00,0.0,0.0,0:00:00.048725
2014-09-18 21:00:00,0.0,0.0,0:00:00.049161
2014-09-18 22:00:00,0.0,0.0,0:00:00.048899
2014-09-18 23:00:00,0.0,0.0,0:00:00.048873
2014-09-19 00:00:00,33.6,0.9250896000000002,0:02:07.901554
2014-09-19 01:00:00,31.200000000000003,0.8413487999999999,0:02:10.401718
2014-09-19 02:00:00,22.289999999999996,0.6134692319999999,0:02:20.777689
2014-09-19 03:00:00,18.959999999999997,0.509417472,0:02:04.530979
2014-09-19 04:00:00,6.720000000000001,0.19694899200000004,0:01:39.871421
2014-09-19 05:00:00,4.8,0.12481843200000002,0:01:38.690545
2014-09-19 06:00:00,0.0,0.0,0:00:00.046514
2014-09-19 07:00:00,0.0,0.0,0:00:00.048597
2014-09-19 08:00:00,0.0,0.0,0:00:00.048443
2014-09-19 09:00:00,0.0,0.0,0:00:00.049810
2014-09-19 10:00:00,0.0,0.0,0:00:00.048271
2014-09-19 11:00:00,0.0,0.0,0:00:00.049201
2014-09-19 12:00:00,0.0,0.0,0:00:00.050185
2014-09-19 13:00:00,0.0,0.0,0:00:00.047956
2014-09-19 14:00:00,0.0,0.0,0:00:00.048794
2014-09-19 15:00:00,0.0,0.0,0:00:00.047319
2014-09-19 16:00:00,0.0,0.0,0:00:00.048340
2014-09-19 17:00:00,0.0,0.0,0:00:00.048211
2014-09-19 18:00:00,0.0,0.0,0:00:00.048605
2014-09-19 19:00:00,0.0,0.0,0:00:00.046868
2014-09-19 20:00:00,0.0,0.0,0:00:00.048065
2014-09-19 21:00:00,0.0,0.0,0:00:00.048914
2014-09-19 22:00:00,0.0,0.0,0:00:00.047215
2014-09-19 23:00:00,0.0,0.0,0:00:00.048430
2014-09-20 00:00:00,0.0,0.0,0:00:00.048756
2014-09-20 01:00:00,0.0,0.0,0:00:00.048871
2014-09-20 02:00:00,0.0,0.0,0:00:00.048243
2014-09-20 03:00:00,0.0,0.0,0:00:00.050394
2014-09-20 04:00:00,0.0,0.0,0:00:00.047528
2014-09-20 05:00:00,0.0,0.0,0:00:00.048697
2014-09-20 06:00:00,0.0,0.0,0:00:00.049293
2014-09-20 07:00:00,0.0,0.0,0:00:00.048668
2014-09-20 08:00:00,0.0,0.0,0:00:00.047969
2014-09-20 09:00:00,0.0,0.0,0:00:00.047262
2014-09-20 10:00:00,0.0,0.0,0:00:00.047661
2014-09-20 11:00:00,0.0,0.0,0:00:00.048518
2014-09-20 12:00:00,0.0,0.0,0:00:00.047552
2014-09-20 13:00:00,0.0,0.0,0:00:00.047837
2014-09-20 14:00:00,0.0,0.0,0:00:00.048205
2014-09-20 15:00:00,0.0,0.0,0:00:00.047748
2014-09-20 16:00:00,0.0,0.0,0:00:00.045975
2014-09-20 17:00:00,0.0,0.0,0:00:00.050658
2014-09-20 18:00:00,0.0,0.0,0:00:00.047405
2014-09-20 19:00:00,0.0,0.0,0:00:00.049892
2014-09-20 20:00:00,0.0,0.0,0:00:00.048438
2014-09-20 21:00:00,0.0,0.0,0:00:00.047602
2014-09-20 22:00:00,0.0,0.0,0:00:00.046284
2014-09-20 23:00:00,0.0,0.0,0:00:00.048220
2014-09-21 00:00:00,0.0,0.0,0:00:00.048984
2014-09-21 01:00:00,0.0,0.0,0:00:00.048637
2014-09-21 02:00:00,0.0,0.0,0:00:00.048851
2014-09-21 03:00:00,0.0,0.0,0:00:00.049811
2014-09-21 04:00:00,0.0,0.0,0:00:00.048110
2014-09-21 05:00:00,0.0,0.0,0:00:00.048422
2014-09-21 06:00:00,0.0,0.0,0:00:00.054199
2014-09-21 07:00:00,0.0,0.0,0:00:00.049179
2014-09-21 08:00:00,0.0,0.0,0:00:00.046222
2014-09-21 09:00:00,0.0,0.0,0:00:00.048488
2014-09-21 10:00:00,0.0,0.0,0:00:00.047614
