timestamp,on/off,E,U,time,output_state_of_charge
2014-09-13 17:00:00,off,0,0,0,-1
2014-09-13 18:00:00,off,0,0,0,-1
2014-09-13 19:00:00,off,0,0,0,-1
2014-09-13 20:00:00,off,0,0,0,-1
2014-09-13 21:00:00,off,0,0,0,-1
2014-09-13 22:00:00,off,0,0,0,-1
2014-09-13 23:00:00,off,0,0,0,-1
2014-09-14 00:00:00,off,0,0,0,-1
2014-09-14 01:00:00,off,0,0,0,-1
2014-09-14 02:00:00,off,0,0,0,-1
2014-09-14 03:00:00,off,0,0,0,-1
2014-09-14 04:00:00,off,0,0,0,-1
2014-09-14 05:00:00,off,0,0,0,-1
2014-09-14 06:00:00,off,0,0,0,-1
2014-09-14 07:00:00,off,0,0,0,-1
2014-09-14 08:00:00,off,0,0,0,-1
2014-09-14 09:00:00,off,0,0,0,-1
2014-09-14 10:00:00,off,0,0,0,-1
2014-09-14 11:00:00,off,0,0,0,-1
2014-09-14 12:00:00,off,0,0,0,-1
2014-09-14 13:00:00,off,0,0,0,-1
2014-09-14 14:00:00,off,0,0,0,-1
2014-09-14 15:00:00,off,0,0,0,-1
2014-09-14 16:00:00,off,0,0,0,-1
2014-09-14 17:00:00,off,0,0,0,-1
2014-09-14 18:00:00,off,0,0,0,-1
2014-09-14 19:00:00,off,0,0,0,-1
2014-09-14 20:00:00,off,0,0,0,-1
2014-09-14 21:00:00,off,0,0,0,-1
2014-09-14 22:00:00,off,0,0,0,-1
2014-09-14 23:00:00,off,0,0,0,-1
2014-09-15 00:00:00,off,0,0,0,-1
2014-09-15 01:00:00,off,0,0,0,-1
2014-09-15 02:00:00,off,0,0,0,-1
2014-09-15 03:00:00,off,0,0,0,-1
2014-09-15 04:00:00,off,0,0,0,-1
2014-09-15 05:00:00,off,0,0,0,-1
2014-09-15 06:00:00,off,0,0,0,-1
2014-09-15 07:00:00,off,0,0,0,-1
2014-09-15 08:00:00,on,3.5999999999999996,0.13800959999999998,0:02:03.171738,10.8
2014-09-15 09:00:00,on,2.4,0.09168960000000001,0:02:03.002968,13.200000000000001
2014-09-15 10:00:00,on,0.0,0.007996799999999995,0:01:59.492394,13.200000000000001
2014-09-15 11:00:00,on,0.0,0.007996799999999995,0:01:46.004367,13.200000000000001
2014-09-15 12:00:00,off,0,0,0,-1
2014-09-15 13:00:00,off,0,0,0,-1
2014-09-15 14:00:00,off,0,0,0,-1
2014-09-15 15:00:00,off,0,0,0,-1
2014-09-15 16:00:00,off,0,0,0,-1
2014-09-15 17:00:00,off,0,0,0,-1
2014-09-15 18:00:00,off,0,0,0,-1
2014-09-15 19:00:00,off,0,0,0,-1
2014-09-15 20:00:00,off,0,0,0,-1
2014-09-15 21:00:00,off,0,0,0,-1
2014-09-15 22:00:00,off,0,0,0,-1
2014-09-15 23:00:00,off,0,0,0,-1
2014-09-16 00:00:00,off,0,0,0,-1
2014-09-16 01:00:00,off,0,0,0,-1
2014-09-16 02:00:00,on,1.2,0.0377856,0:02:04.559039,9.68
2014-09-16 03:00:00,on,2.4,0.0652896,0:02:03.087577,12.08
2014-09-16 04:00:00,on,3.6,0.09668160000000002,0:01:38.042554,15.68
2014-09-16 05:00:00,on,0.3200000000000003,0.008716800000000007,0:00:00.634726,16.0
2014-09-16 06:00:00,off,0,0,0,-1
2014-09-16 07:00:00,off,0,0,0,-1
2014-09-16 08:00:00,off,0,0,0,-1
2014-09-16 09:00:00,off,0,0,0,-1
2014-09-16 10:00:00,off,0,0,0,-1
2014-09-16 11:00:00,off,0,0,0,-1
2014-09-16 12:00:00,off,0,0,0,-1
2014-09-16 13:00:00,off,0,0,0,-1
2014-09-16 14:00:00,off,0,0,0,-1
2014-09-16 15:00:00,off,0,0,0,-1
2014-09-16 16:00:00,off,0,0,0,-1
2014-09-16 17:00:00,off,0,0,0,-1
2014-09-16 18:00:00,off,0,0,0,-1
2014-09-16 19:00:00,off,0,0,0,-1
2014-09-16 20:00:00,off,0,0,0,-1
2014-09-16 21:00:00,off,0,0,0,-1
2014-09-16 22:00:00,off,0,0,0,-1
2014-09-16 23:00:00,off,0,0,0,-1
2014-09-17 00:00:00,off,0,0,0,-1
2014-09-17 01:00:00,off,0,0,0,-1
2014-09-17 02:00:00,off,0,0,0,-1
2014-09-17 03:00:00,off,0,0,0,-1
2014-09-17 04:00:00,off,0,0,0,-1
2014-09-17 05:00:00,off,0,0,0,-1
2014-09-17 06:00:00,off,0,0,0,-1
2014-09-17 07:00:00,off,0,0,0,-1
2014-09-17 08:00:00,off,0,0,0,-1
2014-09-17 09:00:00,off,0,0,0,-1
2014-09-17 10:00:00,off,0,0,0,-1
2014-09-17 11:00:00,off,0,0,0,-1
2014-09-17 12:00:00,off,0,0,0,-1
2014-09-17 13:00:00,off,0,0,0,-1
2014-09-17 14:00:00,off,0,0,0,-1
2014-09-17 15:00:00,off,0,0,0,-1
2014-09-17 16:00:00,off,0,0,0,-1
2014-09-17 17:00:00,off,0,0,0,-1
